"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-11-05","","12182.7197265625","358","394","1289.151","","1.00057888031006","3.38199996948242","","162","","150","164","","","0.788005992889404","68.83","5","37","22","0","0","","","","","","0","0","0","0","0","60","","","","","4","5"
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-11-06","","11284.599609375","344","554","1384.023","","1.11804831027985","2.80399990081787","","163","","144","160","","","0.686827023153919","58.59","28","32","12","0","0","","","","","","1","2","1","6","11","47","","","","","3","7"
"Easy Effort Ride","Bike","","1","","2025-11-07","","32905.4296875","184","463","667.305","","1.00361108779907","9.10700035095215","","89","","133","151","","","0.781819755638535","60.78","44","19","0","0","0","","","","","","18","7","35","0","0","1","","","","","",""
"Long Trail Run (Vert Focus)","Run","Look for long, sustained climbs with significant vertical gain where possible. (i.e. platteklip, devils peak, Newlands Ravine, nursery ravine, Constania Nek, Constantiaberg, etc.) Ideally >500m+ or as much vertical gain per kilometre as the event you are training for e.g. UTCT 55km has 49m+ per km so in a 20km long run you want to get ±980m+","1.5","","2025-11-08","","15774.2998046875","322","563","1857.655","","1.60294246673584","2.73399996757507","","156","","141","171","","","0.660760889694283","78.44","52","39","11","0","0","","","","","","2","1","5","15","19","54","","","","","3","5"
"Rest Day","Day Off","Allows you to recover and promotes adaptation to the training load and stresses. It also helps prevent fatigue and keeps you injury free. Focus on: nutrition, sleep, feet up!","","","2025-11-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength 1","Strength","Notes: Rest +- 45s in between sets WU - 8 X BODYWEIGHT SQUATS X 4 SETS SESSION: - Kettlebell Goblet Squats x 12 reps, 3 sets link > https://drive.google.com/file/d/1YwMRaqpG-qe57SucJg_QbsrqHe4lBhc1/view?usp=sharing - Kettlebell Knee Up x 10 each leg, 3 sets, link > https://drive.google.com/file/d/1qlJ8TlWH5u5_QNK0z0jsREm6cRq_8R7i/view?usp=sharing - Kettlebell Drop Lunge x 10 each leg, 3 sets, link > https://drive.google.com/file/d/1KPPE109Wjq7I3Wv3rb5S1mzjba3ddWQR/view?usp=sharing - Jump fwd Jump bckwd x 15, 4 sets, link > https://drive.google.com/file/d/1eQI_T5TFZLOjbymrtX0ZJqYwe6cJ94Ez/view?usp=sharing Core ( Do each exercise back to back then repeat for 3 sets ) - Alternating Toe Taps x 12, link > https://drive.google.com/file/d/1bFNnPkh6OGqNgtMSho1EVCTj3MIGBvod/view?usp=sharing - Leg Raises x 12, link > https://drive.google.com/file/d/1UZlOU6AJBs7FLaaQwVZZs7u3rN9wdZoC/view?usp=sharing-Reptiles x 12 - Reptiles x 12, link > https://drive.google.com/file/d/1SONVhbdREMiSQcEFmfIRmodqJf16alK6/view?usp=sharing","0.833333333333333","","2025-11-10","","0","","","","","0.886938631534576","0","","","","95","131","","","0.562469090329358","30.99","53","0","0","0","0","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-11-11","","11320.9404296875","340","558","1367.992","","1.11741697788239","2.81399989128113","","162","","147","163","","","0.713147465969834","63.12","19","32","21","0","0","","","","","","1","1","4","7","8","45","","","","","4","5"
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-11-13","","10546.83984375","357","596","1290.062","","1.00194919109344","2.92400002479553","","162","","150","168","","","0.730393012720893","59.22","14","24","26","0","0","","","","","","0","0","1","6","8","44","","","","","",""
"Easy Effort Ride","Bike","","1","","2025-11-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1.16666666666667","","2025-11-14","","4505.5400390625","296","506","534.306","","0.500664710998535","2.5","","149","","143","158","","","0.686710353682677","25.71","13","15","4","0","0","","","","","","1","0","3","9","3","13","","","","","",""
"Long Trail Run (Vert Focus)","Run","Look for long, sustained climbs with significant vertical gain where possible. (i.e. platteklip, devils peak, Newlands Ravine, nursery ravine, Constania Nek, Constantiaberg, etc.) Ideally >500m+ or as much vertical gain per kilometre as the event you are training for e.g. UTCT 55km has 49m+ per km so in a 20km long run you want to get ±980m+","2","","2025-11-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Ride","Bike","","1","","2025-11-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trail Running","Run","","","","2025-11-16","","11205.490234375","343","560","1369.589","","1.10727250576019","2.81100010871887","","160","","139","157","","","0.65856794666746","53.35","35","31","4","0","0","","","","","","2","1","2","6","10","46","","","","","",""
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-11-18","","11446.990234375","345","596","1381.727","","1.11239588260651","2.85800004005432","","164","","144","161","","","0.691768097578599","59.13","27","27","16","0","0","","","","","","2","1","2","8","10","44","","","","","2","5"
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-11-18","","8166.60009765625","307","602","1004.453","","0.906538069248199","2.50200009346008","","151","","142","169","","","0.688223985468233","47.46","26","17","12","0","0","","","","","","3","2","4","7","8","30","","","","","2","5"
"Easy Effort Ride","Bike","","1","","2025-11-19","","31351.44921875","184","481","666.356","","1.00416672229767","8.67199993133545","","87","","122","142","","","0.781367983662471","60.76","60","0","0","0","0","","","","","","18","7","35","0","0","1","","","","","",""
"Strength 2","Strength","Notes: Rest 45s between sets. Men - 12kg Kettlebell, Ladies - 8kg Kettlebell WU - 10 x bodyweight squats x 4 sets. Session: - Kettlebell Single Leg Deadlift x 8 reps each leg, 3 sets link - https://drive.google.com/file/d/1R6-yEaqhnGW_AkAqyEoFDDa_ZX-fQ8I2/view?usp=sharing - Kettlebell Bulgarian Split Squat x 8 reps each leg, 3 sets link -https://drive.google.com/file/d/1pq_dbAwyswDAavCYOZC4SUb_5IKkmJOf/view?usp=sharing- Single Leg Step Up (bodyweight) x 10 reps each leg, 3 sets link - https://drive.google.com/file/d/1-rM6F9vcy2Gt_fVVJviv76PGaNHQN8Ee/view?usp=sharing- Alternating Jump Lunges (bodyweight) x 12 reps, 3 sets link - https://drive.google.com/file/d/1hVbWq8AdUjRfV-8vgV3pzKpKMjgRFCRk/view?usp=sharing- Side Bridge Glute Hip Abductions (bodyweight) x 15 reps each leg, 3 sets. link - https://drive.google.com/file/d/1J4AS8GYEkYkq0z5OE5N1vxoa-gjEVc0B/view?usp=sharing Core ( Do each exercise back to back, then repeat for 3 sets): - Alternating toe taps x 12 - https://drive.google.com/file/d/1bFNnPkh6OGqNgtMSho1EVCTj3MIGBvod/view?usp=sharing - Leg Raises x 12 - https://drive.google.com/file/d/1UZlOU6AJBs7FLaaQwVZZs7u3rN9wdZoC/view?usp=sharing- Reptiles x 12 -https://drive.google.com/file/d/1SONVhbdREMiSQcEFmfIRmodqJf16alK6/view?usp=sharing","0.833333333333333","","2025-11-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1.33333333333333","","2025-11-21","","14405.5302734375","358","540","1720.532","","1.33372807502747","3","","162","","149","167","","","0.716863476414319","76.47","24","30","30","0","0","","","","","","1","1","2","8","9","59","","","","","3","5"
"Long Trail Run (Vert Focus)","Run","Look for long, sustained climbs with significant vertical gain where possible. (i.e. platteklip, devils peak, Newlands Ravine, nursery ravine, Constania Nek, Constantiaberg, etc.) Ideally >500m+ or as much vertical gain per kilometre as the event you are training for e.g. UTCT 55km has 49m+ per km so in a 20km long run you want to get ±980m+","2","","2025-11-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-11-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength 3","Strength","Notes: Rest 45s between sets. Men - 12kg Kettlebell, Ladies - 8kg Kettlebell WU - 10 x bodyweight squats x 4 sets. Session: - Alternating Reverse Lunges x 12 reps, 3 sets, link > https://drive.google.com/file/d/12oC3cUsm51ll0yYW5kuIluL5IX6BOfm-/view?usp=sharing - Alternating Curtsy lunges, 16 reps, 3 sets, link > https://drive.google.com/file/d/1-RhnkDRK9Do3xHbqMHuE4Wt4vBc_1M_z/view?usp=sharing - Plyo Knee Ups, 6 reps each leg, 3 sets, link > https://drive.google.com/file/d/15PCkRTTjU81HvjjmeFDOTFemFPj_ci37/view?usp=sharing - Fire Hydrants, 20 reps each leg, 3 sets, link > https://drive.google.com/file/d/1d8GEubxI0eKN7oe5rf0quRCN5KUpCt9N/view?usp=sharing - Hip Thrusters, 15 reps, 3 sets, link > https://drive.google.com/file/d/19JEVVURfDyuxVL_e0ppNeaHGXFICOLnU/view?usp=sharing - Side Bridge Glute Hip Abductions x 15 reps each leg, 3 sets. link > https://drive.google.com/file/d/1J4AS8GYEkYkq0z5OE5N1vxoa-gjEVc0B/view?usp=sharing - Kettlebell Bulgarian Split Squat x 8 reps each leg, 3 sets link https://drive.google.com/file/d/1pq_dbAwyswDAavCYOZC4SUb_5IKkmJOf/view?usp=sharing- Core ( Do each exercise back to back, then repeat for 3 sets): - Alternating toe taps x 12 - https://drive.google.com/file/d/1bFNnPkh6OGqNgtMSho1EVCTj3MIGBvod/view?usp=sharing - Leg Raises x 12 - https://drive.google.com/file/d/1UZlOU6AJBs7FLaaQwVZZs7u3rN9wdZoC/view?usp=sharing- Reptiles x 12 -https://drive.google.com/file/d/1SONVhbdREMiSQcEFmfIRmodqJf16alK6/view?usp=sharing","0.833333333333333","","2025-11-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-11-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1.5","","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-11-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Ride","Bike","","1","","2025-11-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Trail Run (Vert Focus)","Run","Look for long, sustained climbs with significant vertical gain where possible. (i.e. platteklip, devils peak, Newlands Ravine, nursery ravine, Constania Nek, Constantiaberg, etc.) Ideally >500m+ or as much vertical gain per kilometre as the event you are training for e.g. UTCT 55km has 49m+ per km so in a 20km long run you want to get ±980m+","2.5","","2025-11-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Ride","Bike","","1","","2025-11-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength 3","Strength","Notes: Rest 45s between sets. Men - 12kg Kettlebell, Ladies - 8kg Kettlebell WU - 10 x bodyweight squats x 4 sets. Session: - Alternating Reverse Lunges x 12 reps, 3 sets, link > https://drive.google.com/file/d/12oC3cUsm51ll0yYW5kuIluL5IX6BOfm-/view?usp=sharing - Alternating Curtsy lunges, 16 reps, 3 sets, link > https://drive.google.com/file/d/1-RhnkDRK9Do3xHbqMHuE4Wt4vBc_1M_z/view?usp=sharing - Plyo Knee Ups, 6 reps each leg, 3 sets, link > https://drive.google.com/file/d/15PCkRTTjU81HvjjmeFDOTFemFPj_ci37/view?usp=sharing - Fire Hydrants, 20 reps each leg, 3 sets, link > https://drive.google.com/file/d/1d8GEubxI0eKN7oe5rf0quRCN5KUpCt9N/view?usp=sharing - Hip Thrusters, 15 reps, 3 sets, link > https://drive.google.com/file/d/19JEVVURfDyuxVL_e0ppNeaHGXFICOLnU/view?usp=sharing - Side Bridge Glute Hip Abductions x 15 reps each leg, 3 sets. link > https://drive.google.com/file/d/1J4AS8GYEkYkq0z5OE5N1vxoa-gjEVc0B/view?usp=sharing - Kettlebell Bulgarian Split Squat x 8 reps each leg, 3 sets link https://drive.google.com/file/d/1pq_dbAwyswDAavCYOZC4SUb_5IKkmJOf/view?usp=sharing- Core ( Do each exercise back to back, then repeat for 3 sets): - Alternating toe taps x 12 - https://drive.google.com/file/d/1bFNnPkh6OGqNgtMSho1EVCTj3MIGBvod/view?usp=sharing - Leg Raises x 12 - https://drive.google.com/file/d/1UZlOU6AJBs7FLaaQwVZZs7u3rN9wdZoC/view?usp=sharing- Reptiles x 12 -https://drive.google.com/file/d/1SONVhbdREMiSQcEFmfIRmodqJf16alK6/view?usp=sharing","0.833333333333333","","2025-12-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-12-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1.66666666666667","19828.888671875","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-12-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Ride","Bike","","1","","2025-12-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Trail Run (Vert Focus)","Run","Look for long, sustained climbs with significant vertical gain where possible. (i.e. platteklip, devils peak, Newlands Ravine, nursery ravine, Constania Nek, Constantiaberg, etc.) Ideally >500m+ or as much vertical gain per kilometre as the event you are training for e.g. UTCT 55km has 49m+ per km so in a 20km long run you want to get ±980m+","3","35690.3984375","2025-12-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Ride","Bike","","1","","2025-12-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","0.75","","2025-12-08","","8007.509765625","331","620","966.118","","0.808839976787567","2.75","","159","","138","152","","","0.643487726826432","36.9","31","21","0","0","0","","","","","","0","0","2","8","8","30","","","","","",""
"Rest Day","Day Off","Allows you to recover and promotes adaptation to the training load and stresses. It also helps prevent fatigue and keeps you injury free. Focus on: nutrition, sleep, feet up!","","","2025-12-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-12-10","","11234.3896484375","333","566","1364.422","","1.13805449008942","2.74200010299683","","160","","148","168","","","0.709019013842896","63.6","17","41","16","0","0","","","","","","2","1","2","7","13","43","","","","","4","5"
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-12-11","","10436.26953125","330","557","1260.893","","1.06162583827972","2.73099994659424","","161","","145","165","","","0.697273030783718","57.22","21","33","13","0","0","","","","","","2","1","2","10","10","39","","","","","3","5"
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-12-12","","","","","","","1","","","","","","","","","0.77","60","","","","","","","","","","","","","","","","","","","","","",""
"Long Trail Run (Vert Focus)","Run","Look for long, sustained climbs with significant vertical gain where possible. (i.e. platteklip, devils peak, Newlands Ravine, nursery ravine, Constania Nek, Constantiaberg, etc.) Ideally >500m+ or as much vertical gain per kilometre as the event you are training for e.g. UTCT 55km has 49m+ per km so in a 20km long run you want to get ±980m+","2","","2025-12-13","","11236.1396484375","338","572","1355.561","","1.11169588565826","2.80800008773804","","162","","148","164","","","0.716270751028599","63.33","18","31","23","0","0","","","","","","2","0","2","9","10","44","","","","","",""
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-12-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-12-15","","10349.33984375","318","556","1230.481","","1.07389807701111","2.67700004577637","","150","","148","165","","","0.713048162782842","60.59","16","35","18","0","0","","","","","","2","2","3","9","15","34","","","","","2","5"
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-12-16","","15253.08984375","252","477","2012.023","","2.21351099014282","1.91400003433228","","139","","150","165","","","0.724730346475503","131.36","32","49","60","0","0","","","","","","20","16","9","26","19","43","","","","","",""
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-12-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-12-18","","10351.849609375","335","590","1253.556","","1.03756833076477","2.77099990844727","","159","","156","171","","","0.778396342778185","69.7","4","19","41","2","0","","","","","","1","1","2","8","10","40","","","","","3","9"
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-12-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Trail Run (Vert Focus)","Run","Look for long, sustained climbs with significant vertical gain where possible. (i.e. platteklip, devils peak, Newlands Ravine, nursery ravine, Constania Nek, Constantiaberg, etc.) Ideally >500m+ or as much vertical gain per kilometre as the event you are training for e.g. UTCT 55km has 49m+ per km so in a 20km long run you want to get ±980m+","2","","2025-12-20","","18160.8203125","311","572","2284.159","","2.03998279571533","2.47300004959106","","152","","156","173","","","0.764330537895316","134.42","14","33","79","4","0","","","","","","12","3","5","15","21","65","","","","","3","5"
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-12-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-12-22","","12840.16015625","383","530","1447.08","","1.04838299751282","3.40199995040894","","165","","141","161","","","0.786204097299801","71.87","34","24","8","0","0","","","","","","1","0","0","0","1","62","","","","","2","5"
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-12-23","","13094.4296875","305","483","1611.325","","1.46552002429962","2.48200011253357","","155","","152","170","","","0.735884510955547","88.76","20","33","39","0","0","","","","","","2","4","7","15","13","48","","","","","",""
"Easy Effort Trail Run + 10 x 10 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.11111111111111","","2025-12-24","","11521.580078125","363","557","1399.298","","1.07172858715057","2.98600006103516","","164","","151","164","","","0.737569348362152","64.7","12","26","31","0","0","","","","","","1","1","1","5","8","48","","","","","3","5"
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-12-26","","12026.1904296875","368","487","1347.129","","1.01697552204132","3.28500008583069","","165","","140","153","","","0.771622973826749","67.1","32","33","0","0","0","","","","","","0","0","0","0","1","60","","","","","",""
"Long Trail Run (Vert Focus)","Run","Look for long, sustained climbs with significant vertical gain where possible. (i.e. platteklip, devils peak, Newlands Ravine, nursery ravine, Constania Nek, Constantiaberg, etc.) Ideally >500m+ or as much vertical gain per kilometre as the event you are training for e.g. UTCT 55km has 49m+ per km so in a 20km long run you want to get ±980m+","3","","2025-12-27","","15010.990234375","200","974","1536.852","","2.13672137260437","1.95099997520447","","105","","147","165","","","0.713500010817277","122.81","43","33","61","0","0","","","","","","53","15","9","6","9","36","","","","","3","5"
"Easy Effort Trail Run","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard.","1","","2025-12-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-12-29","","12518.900390625","383","517","1384.706","","1.00175082683563","3.47099995613098","","166","","145","164","","","0.813464984877124","73.43","18","36","8","0","0","","","","","","1","0","0","0","3","57","","","","","",""
"Aerobic Trail","Run","","1.25","15303","2025-12-30","","13074.759765625","344","595","1556.271","","1.25668168067932","2.89000010490417","","160","","148","171","","","0.710764646609412","70.7","23","34","23","0","0","","","","","","1","1","2","11","10","49","","","","","3","5"
"Easy Effort Trail Run + 6 x 20 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.25","","2025-12-31","","13191.4599609375","343","564","1571.274","","1.2693305015564","2.88700008392334","","163","","142","157","","","0.668605308063393","63.26","34","40","7","0","0","","","","","","1","0","2","9","13","51","","","","","3","5"
"Walking","Walk","","","","2025-12-31","","4231.58984375","","","","","1.77414727210999","0.662999987602234","","31","","78","129","","","0.185476791714205","6.86","106","0","0","0","0","","","","","","","","","","","","","","","","0",""
